,actual_mem_quote,sentence_a,sentence_b,label,confidence,title,mem_line_no,nonmem_line_no
1387,"Walter, I love you, but sooner or later, you're going to have to face the fact you're a goddamn moron.
","And got the kidnappers all pissed off, and the big Lebowski yelled at me a lot, but he didn't do anything.","Fuck that! I love you, Walter, but sooner or later you're gonna have to face the fact that you're a goddamn moron.",1,0.9652931690216064,"the big lebowski
",109891,110400
1388,"That's right, Dude, they peed on your fucking rug.
","He's not gonna take your fucking turn, Dude.",Thaaat's right Dude; they pee on your fucking Rug.,1,0.7626723051071167,"the big lebowski
",109596,109691
1389,"Shut the fuck up, Donny.
","Shut the fuck up, Donny.",How much they offer you?,0,0.9527355432510376,"the big lebowski
",109782,109783
1390,"Definitely feeling aggressive tendency, sir!
",Definitely feeling aggressive tendencies...,That might cause another cave-in.,0,0.9373847618699074,"star trek: insurrection
",726593,726661
1391,"I'm going to miss these flesh-stretching sessions, my dear.
","I'm going to miss these little flesh-stretching sessions of ours, my dear.",This entire mission has been one Federation blunder after another.,0,0.8221916258335114,"star trek: insurrection
",726461,726429
1392,"I kiss you and you say ""yuck""?
",I kiss you and you say 'augh'?!,"Can I get back to you, Worf?",0,0.9482342638075352,"star trek: insurrection
",726266,726310
1393,"Klingons never do anything small, do you?
","You Klingons never do anything small, do you...",What you're doing to my neck...,0,0.9453882351517677,"star trek: insurrection
",726366,726126
1394,"I'm not letting go of him!
",Data was rehearsing a part in H.M.S.,I'm not letting go of him.,1,0.8009271621704102,"star trek: insurrection
",726200,726184
1395,"Smooth as an android's bottom.
",How long 'til they reach us?,"Smooth as an android's bottom, eh, Data?",1,0.9399857521057129,"star trek: insurrection
",726361,726558
1396,"Straighten your baldric.
",And his friend.,"Straighten your baldric, Commander. On screen...",1,0.9576816558837891,"star trek: insurrection
",726148,726155
1397,"I should warn you - I've always been attracted to older women.
",I should warn you... I've always been attracted to older women...,We can hold them off a long time... once we get there...,0,0.9502499736845493,"star trek: insurrection
",726556,726488
1398,"White Russian, no ice, no vodka... hold the Kahlua.
","And the cat came back, the very next day...","White Russian, no ice, hold the vodka and Kahlua.",1,0.9109815359115601,"catwoman
",163125,163119
1399,"The pool on the roof must have a leak.
","You know, I've been having these really weird..",Pool on the roof must have a leak.,1,0.30283403396606445,"hackers
",346844,347471
1400,"Never fear, I is here.
",Never fear. I is here.,My name is the Plague.,0,0.9541285112500191,"hackers
",346922,346916
1401,"Never send a boy to do a woman's job.
","Look... ""Infecting ballast programs of Ellingson tankers"" - they blame hackers!","Never send a boy to do a woman's job. With me, we can do it in seven.",1,0.9610110521316528,"hackers
",347295,347333
1402,"Listen you guys, help yourself to anything in the fridge... Cereal has.
","Listen you guys, help yourself to anything in the fridge. Cereal has.","Oh don't worry, it's only the rest of your life.",0,0.9550554305315018,"hackers
",347237,346871
1403,"Type ""cookie"", you idiot.
","Type ""Cookie"", you idiot. I'll head 'em off at the pass.",Don't screw up.,0,0.9540138095617294,"hackers
",347381,347392
1404,"I don't play well with others.
",Nah. I don't play well with others.,"It's cool, I'm just looking.",0,0.9560456201434135,"hackers
",347074,347136
1405,"I kinda feel like God.
",Yo. I kinda feel like God!,"But for what, you ask?",0,0.9462725929915905,"hackers
",347456,347450
1406,"I hope you don't screw like you type.
","I didn't know your size, so I guessed.",I hope you don't screw like you type.,1,0.9617217779159546,"hackers
",347139,347194
1407,"You couldn't find your dick in a windstorm.
",You couldn't find your dick in a wind storm!,That I'm seeing what I want to see?,0,0.9432697482407093,"knight moves
",451483,451472
1408,"What are you, Jimmy Olsen, cub reporter for the Daily Asshole?
","Of course, in Alabama the Tuscaloosa, but that's entirely irrelephant.","What are you, Jimmy Olsen cub reporter for the Daily Asshole?",1,0.9451898336410522,"house of 1000 corpses
",388486,388762
1409,"Wakey, wakey, eggs and bakey!
","Wakey, wakey, eggs and bakey.",Grab Mary and come inside.,0,0.9163641482591629,"house of 1000 corpses
",388064,388067
1410,"Goddamn, motherfucker got blood all over my best clown suit.
",A reality check courtesy of my boot in your ass.,"God damn it, that motherfucker got blood all over my best clown suit.",1,0.6400018930435181,"house of 1000 corpses
",388026,388011
1411,"Your lips would make a lollipop too happy.
",Your lips would make a lollipop too happy.,I'm going to make you love me.,0,0.4777666926383972,"purple rain
",626619,626629
1412,"Hi, I'm Cindy, Maggie's unmarried cousin.
",The Sunday School kids will be here soon.,Cindy. Maggie's unmarried cousin.,1,0.9624394178390503,"runaway bride
",656903,657492
1413,"We are men of action, lies do not become us.
","So, whenever you feel like dying, feel free to visit.",We are men of action. Lies do not become us.,1,0.9660100936889648,"the princess bride
",616390,616374
1414,"There will be blood tonight!
","-- pardon me, it's important --",There will be blood tonight!!,1,0.5399883985519409,"the princess bride
",616491,616513
1415,"I will never love again.
",Why does Westley need helping?,I will never love again.,1,0.9633256196975708,"the princess bride
",616041,616751
1416,"I do not budge; keep your ""ho there"".
","I do not budge. Keep your ""Ho there.""",And this is where we got the job.,0,0.9540248848497868,"the princess bride
",616464,616466
1417,"Welcome to the worst nightmare of all... reality!
",They were all clues in our little puzzle.,"Welcome to the worst nightmare of them all, Trevor. Reality.",1,0.9649109840393066,"hellraiser hellseeker
",371835,371834
1418,"I'd fuck her up the ass!
",The book's a jumping off point.,Oh man. I'd fuck her up the ass.,1,0.9640015363693237,"adaptation
",16303,16305
1419,"You are fearless in a way that I shall never know.
","I have always pictured them, in some ways, as our protectors.","You are fearless in a way, I shall never know.",1,0.9566961526870728,"village
",851580,851572
1420,"His will to live is very strong.
",I sent her because I trust her.,His will to live is very strong.,1,0.9586966037750244,"village
",851804,851765
1421,"Sometimes we don't do things we want to do so that others won't know we want to do them.
",Sometimes we don't do things -- yet others know we want to do things -- so we don't do them.,"It is also my belief, that because of his innocence, those creatures who reside in the woods did not harm him.",0,0.9281110987067223,"village
",851530,851512
1422,"My sister has found love... again.
",What manner of person was she?,She has found love again. With Christop Crane.,1,0.9464799165725708,"village
",851552,851594
1423,"Papa, I cannot see his color.
",I cannot see his color.,Lucius Hunt you answer me this moment!,0,0.9417718648910522,"village
",851684,851682
1424,"We are grateful for the time we have been given.
",What manner of spectacle has caught your attention so splendidly?,We came here to start anew. We are grateful for the time we have been given.,1,0.966189980506897,"village
",851360,851364
1425,"Wherever she is, that little child is in mortal danger.
",These men may be the only defense you've got.,"Where ever she is, that little girl is in mortal danger.",1,0.9635500907897949,"halloween 4: the return of michael myers
",348234,348347
1426,"My scrotum is longer than my penis.
","Yeah, she's really worried about Bruce.",My scrotum is longer than my penis.,1,0.8849217891693115,"margot at the wedding
",511080,511086
1427,"I gave you a baby tonight.
",I gave you a baby last night.,You can make money fast gambling.,0,0.9484366327524185,"starman
",743105,743130
1428,"May the forks be with us.
",May the forks be with us!,Not bad for a normal guy!,0,0.9443932510912418,"mystery men
",551480,551513
1429,"I'm gonna nail your ass!
",I'm a hunka-hunka burninnnnn' love!,I'm gonna nail your ass!,1,0.9593645334243774,"intolerable cruelty
",413107,413103
1430,"Told him it was no go...
",WE told him it was no go...,No matter what happened to you.,0,0.6455167233943939,"intolerable cruelty
",414035,414020
1431,"Hearty fare breeds hearty people, haute cuisine breeds degenerates.
","Dig in, lad. Hearty fare breeds hearty people. Haute cuisine breeds degenerates.",He had extras moonlighting as laborers and vice versa.,0,0.9535905160009861,"the black dahlia
",113631,113642
1432,"You'd think they'd build the parking lot of America to go with the Mall of America!
","Well, you know, I think everyone's doing really well considering the fact that she was so young.",You'd think they'd build the parking lot of America to go with the Mall of America!,1,0.5331332385540009,"drop dead gorgeous
",242355,242408
1433,"They're never gonna let you perform naked, I asked!
",They're never gonna let you perform naked. I asked.,"I know it doesn't matter, but on my inner thighs.",0,0.9552025459706783,"drop dead gorgeous
",242759,242833
1434,"I don't know about what happened... because once you start writing, it ALL becomes fiction.
","I don't know about 'what happened,' Vi, because once you start writing, it all becomes fiction. Still, it certainly is an improvement over your last story: There is now at least a beginning, a middle, and an end.","You express nothing but banalities and, formally speaking, are unable to construct a single compelling sentence.",0,0.9559183716773987,"storytelling
",749744,749660
1435,"A whole jolly club with jolly pirate nicknames!
",Who would waste time killing you... besides me?,"A whole club of pirates, with pirate names...",1,0.08909106254577637,"the crow
",201176,201170
